rank,image_id,file_name,split,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
69,train_quadrant_enumeration_disease_157,train_645.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
70,train_quadrant_enumeration_disease_238,train_561.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
71,train_quadrant_enumeration_disease_391,train_369.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
72,train_quadrant_enumeration_disease_240,train_455.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
73,train_quadrant_enumeration_disease_218,train_347.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
74,train_quadrant_enumeration_disease_248,train_287.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
75,train_quadrant_enumeration_disease_213,train_392.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
76,train_quadrant_enumeration_disease_20,train_324.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
77,train_quadrant_enumeration_disease_199,train_570.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
78,train_quadrant_enumeration_disease_186,train_330.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
79,train_quadrant_enumeration_disease_510,train_296.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
80,train_quadrant_enumeration_disease_264,train_228.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
81,train_quadrant_enumeration_disease_269,train_160.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
82,train_quadrant_enumeration_disease_27,train_453.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
83,train_quadrant_enumeration_disease_29,train_229.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
84,train_quadrant_enumeration_disease_185,train_615.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
85,train_quadrant_enumeration_disease_307,train_312.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
86,train_quadrant_enumeration_disease_179,train_407.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
87,train_quadrant_enumeration_disease_316,train_299.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
88,train_quadrant_enumeration_disease_317,train_115.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
89,train_quadrant_enumeration_disease_336,train_662.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
90,train_quadrant_enumeration_disease_341,train_363.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
91,train_quadrant_enumeration_disease_347,train_408.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
92,train_quadrant_enumeration_disease_350,train_699.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
93,train_quadrant_enumeration_disease_351,train_65.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
94,train_quadrant_enumeration_disease_172,train_331.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
95,train_quadrant_enumeration_disease_354,train_297.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
96,train_quadrant_enumeration_disease_168,train_274.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
97,validation_triple_9,val_20.png,validation_triple,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
98,train_quadrant_enumeration_disease_449,train_142.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
99,train_quadrant_enumeration_disease_558,train_516.png,train_quadrant_enumeration_disease,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
100,validation_triple_10,val_3.png,validation_triple,1,0,-,31,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.55,sparse_annotation,"missing_codes(+1.55), sparse_annotation(+5.0)"
