rank,label_file,image_id,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
78,cate10-00005_jpg.rf.df645c31544aeaa5ad78449bd32704f4.txt,cate10-00005,31,0,-,1,26,2,0,False,"41: expected image-left (x<=0.55), got x=0.556; 11: expected image-left (x<=0.55), got x=0.553",4.05,single_axis_position,"single_axis_position(+4.0), missing_codes(+0.05)"
79,cate2-00128_jpg.rf.8e8a009cf46ff4b255917c578fa580c1.txt,cate2-00128,32,0,-,0,-,2,0,False,"48: expected image-lower (y>=0.45), got y=0.441; 38: expected image-lower (y>=0.45), got y=0.416",4.0,single_axis_position,single_axis_position(+4.0)
80,cate4-00069_jpg.rf.9a68aa63aaa70d4ff10ea98c8912b381.txt,cate4-00069,32,0,-,0,-,2,0,False,"11: expected image-left (x<=0.55), got x=0.554; 41: expected image-left (x<=0.55), got x=0.554",4.0,single_axis_position,single_axis_position(+4.0)
81,cate4-00079_jpg.rf.0ff0ad044792e5955a6152a63eee69da.txt,cate4-00079,32,0,-,0,-,2,0,False,"38: expected image-lower (y>=0.45), got y=0.418; 48: expected image-lower (y>=0.45), got y=0.421",4.0,single_axis_position,single_axis_position(+4.0)
82,cate1-00017_jpg.rf.3dd93f8441ac070e8ba7f26ffeae1c7a.txt,cate1-00017,32,0,-,0,-,2,0,False,"11: expected image-left (x<=0.55), got x=0.559; 41: expected image-left (x<=0.55), got x=0.575",4.0,single_axis_position,single_axis_position(+4.0)
83,cate10-00085_jpg.rf.50e35c3788c415e0216fc9c2dcafe6e9.txt,cate10-00085,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",1,0,False,"41: expected image-left (x<=0.55), got x=0.554",3.2,single_axis_position,"single_axis_position(+2.0), missing_codes(+1.20)"
84,cate6-00093_jpg.rf.e5dbf92d7544f732b39244cbe31dbd5c.txt,cate6-00093,29,1,23x2,4,"33, 34, 43, 44",0,0,False,-,3.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.20)"
85,cate6-00093_jpg.rf.7ee6d6ffc4ba11e6e96146f65800cb82.txt,cate6-00093,29,1,23x2,4,"33, 34, 43, 44",0,0,False,-,3.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.20)"
86,cate8-00293_jpg.rf.c80037e6c49b66b68dbe56767f4efe55.txt,cate8-00293,31,1,26x2,2,"36, 46",0,0,False,-,3.1,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.10)"
87,cate8-00293_jpg.rf.45f247a184489270e6b48128a12ed13a.txt,cate8-00293,31,1,26x2,2,"36, 46",0,0,False,-,3.1,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.10)"
88,cate2-00130_jpg.rf.0ee146b78094364024e8a9f6e89577e7.txt,cate2-00130,32,1,33x2,1,35,0,0,False,-,3.05,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.05)"
89,cate2-00130_jpg.rf.a04c1ae2b52610b1a24547b3c5224f99.txt,cate2-00130,32,1,33x2,1,35,0,0,False,-,3.05,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.05)"
90,cate2-00130_jpg.rf.d27b6ece88b1f715deb20945dba90d47.txt,cate2-00130,32,1,33x2,1,35,0,0,False,-,3.05,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.05)"
91,cate10-00054_jpg.rf.d6529a7b6d6e05022a388ac1733026ab.txt,cate10-00054,16,0,-,16,"11, 12, 13, 14, 16, 21, 22, 23, 24, 25, 26, 37, 38, 46, 47, 48",1,0,False,"18: expected image-upper (y<=0.55), got y=0.557",2.8,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.80)"
92,cate8-00263_jpg.rf.e2948b82ed7a240f4b20fbfe79864440.txt,cate8-00263,17,0,-,15,"11, 12, 13, 14, 16, 18, 21, 22, 25, 26, 28, 36, 38, 47, 48",1,0,False,"24: expected image-upper (y<=0.55), got y=0.552",2.75,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.75)"
93,cate5-00103_jpg.rf.f8f4b0b4f50f530621b5495ba388ec47.txt,cate5-00103,23,0,-,9,"14, 15, 16, 34, 36, 37, 46, 47, 48",1,0,False,"38: expected image-lower (y>=0.45), got y=0.436",2.45,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.45)"
94,cate8-00131_jpg.rf.968b09ba8627582babdd1598a72f32dc.txt,cate8-00131,24,0,-,8,"14, 15, 18, 24, 35, 36, 38, 48",1,0,False,"41: expected image-left (x<=0.55), got x=0.566",2.4,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.40)"
95,cate8-00051_jpg.rf.dc01f9a2d611518110f41bf9f67a7ea9.txt,cate8-00051,28,0,-,4,"16, 26, 45, 46",1,0,False,"48: expected image-lower (y>=0.45), got y=0.439",2.2,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.20)"
96,cate10-00077_jpg.rf.6c2522e9df2ab929e83020a8367dae5f.txt,cate10-00077,28,0,-,4,"16, 26, 38, 48",1,0,False,"17: expected image-upper (y<=0.55), got y=0.559",2.2,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.20)"
97,cate7-00008_jpg.rf.88d4e3a33313179d1c3be4014aa9c678.txt,cate7-00008,28,0,-,4,"14, 18, 24, 28",1,0,False,"11: expected image-left (x<=0.55), got x=0.555",2.2,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.20)"
98,cate8-00051_jpg.rf.7fdaa8b122b04dd8bc3fec51b2434902.txt,cate8-00051,28,0,-,4,"16, 26, 45, 46",1,0,False,"48: expected image-lower (y>=0.45), got y=0.448",2.2,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.20)"
99,cate6-00087_jpg.rf.e235d20610b41e54729c8535ce4fab72.txt,cate6-00087,32,0,-,0,-,1,0,False,"26: expected image-upper (y<=0.55), got y=0.554",2.0,single_axis_position,single_axis_position(+2.0)
100,cate2-00126_jpg.rf.ce79bbef8c026e2d73fcc5d177e34588.txt,cate2-00126,32,0,-,0,-,1,0,False,"22: expected image-upper (y<=0.55), got y=0.575",2.0,single_axis_position,single_axis_position(+2.0)
101,cate6-00087_jpg.rf.6d21f076c8e7b224599794268da2a287.txt,cate6-00087,32,0,-,0,-,1,0,False,"26: expected image-upper (y<=0.55), got y=0.553",2.0,single_axis_position,single_axis_position(+2.0)
102,cate4-00082_jpg.rf.66780bdeb0ae89e078539db7e3e73524.txt,cate4-00082,32,0,-,0,-,1,0,False,"23: expected image-upper (y<=0.55), got y=0.557",2.0,single_axis_position,single_axis_position(+2.0)
103,cate2-00126_jpg.rf.1eb0b757ac52e5c637422ab727326ae5.txt,cate2-00126,32,0,-,0,-,1,0,False,"22: expected image-upper (y<=0.55), got y=0.573",2.0,single_axis_position,single_axis_position(+2.0)
104,cate2-00126_jpg.rf.e1403da81d7a2219455e7b0687edcbcc.txt,cate2-00126,32,0,-,0,-,1,0,False,"22: expected image-upper (y<=0.55), got y=0.562",2.0,single_axis_position,single_axis_position(+2.0)
105,cate6-00144_jpg.rf.4ee6cf9847d3e2d6466425ba9dc9b860.txt,cate6-00144,32,0,-,0,-,1,0,False,"26: expected image-upper (y<=0.55), got y=0.552",2.0,single_axis_position,single_axis_position(+2.0)
106,cate6-00003_jpg.rf.d9bcf04920411a763793588c4af9d086.txt,cate6-00003,32,0,-,0,-,1,0,False,"26: expected image-upper (y<=0.55), got y=0.556",2.0,single_axis_position,single_axis_position(+2.0)
107,cate10-00085_jpg.rf.109e6668ebf8011512eff39c1e5a775a.txt,cate10-00085,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
108,cate10-00085_jpg.rf.d380bddae953a599b80ec0aaf44bb107.txt,cate10-00085,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
109,cate5-00006_jpg.rf.890bb4918809e942965bffc4454895af.txt,cate5-00006,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
110,cate8-00116_jpg.rf.80c642117e3fa25349af9b929da9095a.txt,cate8-00116,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 36, 37, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
111,cate5-00054_jpg.rf.692f15bedf68f11f233c7063a16b7f01.txt,cate5-00054,10,0,-,22,"11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 36, 37, 41, 42, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
112,cate8-00116_jpg.rf.bf411dc049e576ba87940b24db02fe3e.txt,cate8-00116,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 36, 37, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
113,cate5-00054_jpg.rf.e019e4777bd2fa0b1dafca12c3895abc.txt,cate5-00054,10,0,-,22,"11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 36, 37, 41, 42, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
114,cate8-00116_jpg.rf.8b5652f7babcf3d99f5b2f52785d963b.txt,cate8-00116,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 36, 37, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
115,cate8-00449_jpg.rf.6e7d8032fbbb2145df925c2b0a4251c3.txt,cate8-00449,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 38, 44, 45, 46, 47",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
116,cate8-00449_jpg.rf.e3d7c655fd2a01ec12b788edb9fd079f.txt,cate8-00449,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 38, 44, 45, 46, 47",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
117,cate8-00449_jpg.rf.72feb8270b91216f84095920bc81854a.txt,cate8-00449,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 38, 44, 45, 46, 47",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
118,cate10-00030_jpg.rf.d3e923451688ebd1865ebd7575569547.txt,cate10-00030,10,0,-,22,"14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 28, 34, 35, 36, 37, 38, 44, 45, 46, 47, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
119,cate5-00108_jpg.rf.5d48d84370470b3448081e1a2f47adbd.txt,cate5-00108,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 38, 45, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
120,cate5-00108_jpg.rf.996d16807e3c8734f22dd2e43b6ac2d9.txt,cate5-00108,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 38, 45, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
121,cate5-00108_jpg.rf.c225547cfa6751eaa2040eebd50c4295.txt,cate5-00108,10,0,-,22,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 38, 45, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
122,cate5-00054_jpg.rf.fb644e04630366b966998bf6cd7560e3.txt,cate5-00054,10,0,-,22,"11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 36, 37, 41, 42, 46, 48",0,0,False,-,1.1,missing_codes,missing_codes(+1.10)
123,cate8-00035_jpg.rf.6956ac22b73c99fc53e7b8006e69e2a2.txt,cate8-00035,11,0,-,21,"11, 12, 13, 14, 16, 18, 21, 22, 24, 25, 26, 28, 34, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
124,cate8-00035_jpg.rf.643192f8435dce2c178b4fd15071fd49.txt,cate8-00035,11,0,-,21,"11, 12, 13, 14, 16, 18, 21, 22, 24, 25, 26, 28, 34, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
125,cate8-00246_jpg.rf.3ba0348b191ccb1630f36e2c9282a360.txt,cate8-00246,11,0,-,21,"12, 13, 14, 15, 18, 22, 23, 24, 28, 31, 32, 35, 36, 37, 38, 41, 42, 45, 46, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
126,cate8-00246_jpg.rf.3f760793c0d1f1bcdab881a848081dc5.txt,cate8-00246,11,0,-,21,"12, 13, 14, 15, 18, 22, 23, 24, 28, 31, 32, 35, 36, 37, 38, 41, 42, 45, 46, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
127,cate8-00246_jpg.rf.435262d802cfd76c1260aafa151feed9.txt,cate8-00246,11,0,-,21,"12, 13, 14, 15, 18, 22, 23, 24, 28, 31, 32, 35, 36, 37, 38, 41, 42, 45, 46, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
128,cate8-00035_jpg.rf.f27d79e4dbe4679b9551d4c53d286221.txt,cate8-00035,11,0,-,21,"11, 12, 13, 14, 16, 18, 21, 22, 24, 25, 26, 28, 34, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,1.05,missing_codes,missing_codes(+1.05)
129,cate5-00102_jpg.rf.b2f532405a2c505d380d52c4b8809876.txt,cate5-00102,12,0,-,20,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 38, 46, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
130,cate5-00078_jpg.rf.1782318284b60f49c02ed07f453566bd.txt,cate5-00078,12,0,-,20,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 37, 46, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
131,cate5-00078_jpg.rf.50b897f0b510710a35cce5750bb37da1.txt,cate5-00078,12,0,-,20,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 37, 46, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
132,cate5-00097_jpg.rf.169a6ff9518c61a22ac39bb7e9373199.txt,cate5-00097,12,0,-,20,"11, 12, 14, 15, 16, 17, 18, 21, 22, 24, 25, 27, 28, 34, 35, 36, 37, 45, 46, 47",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
133,cate5-00102_jpg.rf.bacc49b0f354808df1e427b4e692ad88.txt,cate5-00102,12,0,-,20,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 38, 46, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
134,cate5-00097_jpg.rf.a6d8f63884772b8fdb1668fdc3bdbcab.txt,cate5-00097,12,0,-,20,"11, 12, 14, 15, 16, 17, 18, 21, 22, 24, 25, 27, 28, 34, 35, 36, 37, 45, 46, 47",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
135,cate8-00431_jpg.rf.e9a753767ad65be54775db7af883152b.txt,cate8-00431,12,0,-,20,"11, 12, 13, 15, 17, 18, 21, 22, 24, 26, 27, 28, 34, 35, 38, 41, 45, 46, 47, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
136,cate8-00431_jpg.rf.909d1a657ff5b00b0c612a014063f98b.txt,cate8-00431,12,0,-,20,"11, 12, 13, 15, 17, 18, 21, 22, 24, 26, 27, 28, 34, 35, 38, 41, 45, 46, 47, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
137,cate8-00431_jpg.rf.3b1f9b8c09a1e2f7477e9cd6d77cfc4c.txt,cate8-00431,12,0,-,20,"11, 12, 13, 15, 17, 18, 21, 22, 24, 26, 27, 28, 34, 35, 38, 41, 45, 46, 47, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
138,cate5-00102_jpg.rf.15cb7df7d69077ea36d7cbbacdfb2bc8.txt,cate5-00102,12,0,-,20,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 38, 46, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
139,cate5-00097_jpg.rf.eded789e83154c7bdc95827eccb9a24d.txt,cate5-00097,12,0,-,20,"11, 12, 14, 15, 16, 17, 18, 21, 22, 24, 25, 27, 28, 34, 35, 36, 37, 45, 46, 47",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
140,cate5-00078_jpg.rf.00ab602ee40aaa203757588ec19bd491.txt,cate5-00078,12,0,-,20,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 36, 37, 46, 48",0,0,False,-,1.0,missing_codes,missing_codes(+1.00)
141,cate5-00060_jpg.rf.aa377e2b8cdd8e7b62b2b2ca9b9b4085.txt,cate5-00060,13,0,-,19,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 28, 36, 38, 44, 46, 48",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
142,cate5-00060_jpg.rf.41c25d1b8282c5f895ee20360cc44b37.txt,cate5-00060,13,0,-,19,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 28, 36, 38, 44, 46, 48",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
143,cate5-00060_jpg.rf.1dc2141d74141ad2bd090b00e59c88f2.txt,cate5-00060,13,0,-,19,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 28, 36, 38, 44, 46, 48",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
144,cate8-00339_jpg.rf.f5637961bbd3f5c59bb812e6365e1264.txt,cate8-00339,13,0,-,19,"11, 12, 15, 18, 21, 22, 23, 24, 25, 26, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
145,cate8-00339_jpg.rf.cdd40919ea154a3e261bacfeeeb6359c.txt,cate8-00339,13,0,-,19,"11, 12, 15, 18, 21, 22, 23, 24, 25, 26, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
146,cate8-00339_jpg.rf.488d6190a2e29e6b42460853a638983c.txt,cate8-00339,13,0,-,19,"11, 12, 15, 18, 21, 22, 23, 24, 25, 26, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.95,missing_codes,missing_codes(+0.95)
147,cate5-00115_jpg.rf.481409bf4dfed95590e0ec97ff2f0dd6.txt,cate5-00115,14,0,-,18,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 28, 35, 36, 37, 38, 46, 47, 48",0,0,False,-,0.9,missing_codes,missing_codes(+0.90)
148,cate5-00031_jpg.rf.2662826dc3eb6fc4ee8f1ccf4cfbd1c7.txt,cate5-00031,15,0,-,17,"17, 18, 21, 22, 23, 24, 25, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.85,missing_codes,missing_codes(+0.85)
149,cate5-00043_jpg.rf.ee042e0b1d6a8b3b369c9eb86b3889d9.txt,cate5-00043,15,0,-,17,"13, 14, 18, 23, 24, 25, 26, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.85,missing_codes,missing_codes(+0.85)
150,cate5-00031_jpg.rf.3e8b1c292e91d1bdf6752cb2ae16cf2d.txt,cate5-00031,15,0,-,17,"17, 18, 21, 22, 23, 24, 25, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.85,missing_codes,missing_codes(+0.85)
151,cate5-00043_jpg.rf.4efd4c9f6d65fb93533a59614242c6f1.txt,cate5-00043,15,0,-,17,"13, 14, 18, 23, 24, 25, 26, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.85,missing_codes,missing_codes(+0.85)
152,cate5-00043_jpg.rf.2b0b02e314cc99a2ecf0eb97dfed461e.txt,cate5-00043,15,0,-,17,"13, 14, 18, 23, 24, 25, 26, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.85,missing_codes,missing_codes(+0.85)
153,cate5-00031_jpg.rf.dd8beb9296f21a8ea19c5492cebacf60.txt,cate5-00031,15,0,-,17,"17, 18, 21, 22, 23, 24, 25, 27, 28, 35, 36, 37, 38, 45, 46, 47, 48",0,0,False,-,0.85,missing_codes,missing_codes(+0.85)
154,cate8-00332_jpg.rf.444c933ee740ff7aaade188af012c63d.txt,cate8-00332,16,0,-,16,"13, 14, 15, 16, 22, 24, 25, 26, 27, 28, 35, 36, 37, 46, 47, 48",0,0,False,-,0.8,missing_codes,missing_codes(+0.80)
155,cate8-00161_jpg.rf.518b888d0c5c33ae085dc93d711bf435.txt,cate8-00161,16,0,-,16,"11, 12, 14, 15, 18, 21, 22, 25, 28, 35, 36, 38, 44, 45, 46, 48",0,0,False,-,0.8,missing_codes,missing_codes(+0.80)
156,cate8-00077_jpg.rf.61b2c3b135dcdc56d184a1dac5d2f977.txt,cate8-00077,16,0,-,16,"11, 12, 14, 17, 21, 22, 24, 26, 27, 28, 34, 36, 38, 45, 46, 48",0,0,False,-,0.8,missing_codes,missing_codes(+0.80)
157,cate10-00054_jpg.rf.92141099ff84c0b255061474366c6e45.txt,cate10-00054,16,0,-,16,"11, 12, 13, 14, 16, 21, 22, 23, 24, 25, 26, 37, 38, 46, 47, 48",0,0,False,-,0.8,missing_codes,missing_codes(+0.80)
158,cate8-00332_jpg.rf.ce4faa3ef256373cd75ee41496985482.txt,cate8-00332,16,0,-,16,"13, 14, 15, 16, 22, 24, 25, 26, 27, 28, 35, 36, 37, 46, 47, 48",0,0,False,-,0.8,missing_codes,missing_codes(+0.80)
159,cate8-00174_jpg.rf.08ecaca067424326827c55f7e4465e02.txt,cate8-00174,16,0,-,16,"11, 13, 15, 16, 18, 24, 25, 26, 28, 35, 37, 38, 43, 45, 46, 48",0,0,False,-,0.8,missing_codes,missing_codes(+0.80)
160,cate8-00332_jpg.rf.7287c0bf54df93c2458263fe8b902a29.txt,cate8-00332,16,0,-,16,"13, 14, 15, 16, 22, 24, 25, 26, 27, 28, 35, 36, 37, 46, 47, 48",0,0,False,-,0.8,missing_codes,missing_codes(+0.80)
161,cate10-00054_jpg.rf.539928d0af38aeef8526d002f545d108.txt,cate10-00054,16,0,-,16,"11, 12, 13, 14, 16, 21, 22, 23, 24, 25, 26, 37, 38, 46, 47, 48",0,0,False,-,0.8,missing_codes,missing_codes(+0.80)
162,cate5-00066_jpg.rf.11b8f8d4dfb97d72c30aa579872f4bd2.txt,cate5-00066,17,0,-,15,"12, 14, 15, 18, 25, 26, 28, 34, 35, 36, 37, 45, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
163,cate5-00084_jpg.rf.1a3af3da694fc289e91893aca7c93721.txt,cate5-00084,17,0,-,15,"11, 12, 13, 14, 18, 21, 22, 23, 24, 28, 36, 37, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
164,cate5-00085_jpg.rf.ae53af885087d3e0b424f12c4f2c1357.txt,cate5-00085,17,0,-,15,"11, 12, 18, 21, 22, 23, 24, 26, 28, 31, 32, 35, 38, 45, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
165,cate5-00085_jpg.rf.d333a9cd224074570d00b16fd5e1ed47.txt,cate5-00085,17,0,-,15,"11, 12, 18, 21, 22, 23, 24, 26, 28, 31, 32, 35, 38, 45, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
166,cate5-00066_jpg.rf.60d5d3d758566c57ac5ae31998b927ce.txt,cate5-00066,17,0,-,15,"12, 14, 15, 18, 25, 26, 28, 34, 35, 36, 37, 45, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
167,cate5-00085_jpg.rf.eb3dc165a1831456e0f369439e6cbdd4.txt,cate5-00085,17,0,-,15,"11, 12, 18, 21, 22, 23, 24, 26, 28, 31, 32, 35, 38, 45, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
168,cate5-00084_jpg.rf.424c568b56e6e402857ddca0113ee390.txt,cate5-00084,17,0,-,15,"11, 12, 13, 14, 18, 21, 22, 23, 24, 28, 36, 37, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
169,cate5-00090_jpg.rf.98954c2a3b800e26af435cbe34114fa8.txt,cate5-00090,17,0,-,15,"12, 15, 16, 17, 18, 26, 27, 28, 35, 36, 37, 38, 45, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
170,cate5-00066_jpg.rf.5d26331c0b7cadb2d96e382b7e7332e9.txt,cate5-00066,17,0,-,15,"12, 14, 15, 18, 25, 26, 28, 34, 35, 36, 37, 45, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
171,cate5-00090_jpg.rf.a651e75db549355505ac77c5a2eb92e9.txt,cate5-00090,17,0,-,15,"12, 15, 16, 17, 18, 26, 27, 28, 35, 36, 37, 38, 45, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
172,cate10-00024_jpg.rf.e7c951f564a56d45f88c13401e4ccfdb.txt,cate10-00024,17,0,-,15,"13, 15, 16, 25, 26, 27, 35, 36, 37, 38, 44, 45, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
173,cate5-00090_jpg.rf.b060a6e27e818c3872900b86196997b2.txt,cate5-00090,17,0,-,15,"12, 15, 16, 17, 18, 26, 27, 28, 35, 36, 37, 38, 45, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
174,cate8-00143_jpg.rf.e68261a740f1013f5fa143688f513f13.txt,cate8-00143,17,0,-,15,"11, 12, 18, 21, 22, 28, 31, 32, 36, 37, 41, 42, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
175,cate8-00143_jpg.rf.29f91a73afb246bb698a70585b505c2f.txt,cate8-00143,17,0,-,15,"11, 12, 18, 21, 22, 28, 31, 32, 36, 37, 41, 42, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
176,cate8-00143_jpg.rf.11ab6d3a04e85800ba96ce5620962b60.txt,cate8-00143,17,0,-,15,"11, 12, 18, 21, 22, 28, 31, 32, 36, 37, 41, 42, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
177,cate5-00084_jpg.rf.bf231961b5cf86ba29e10c1a195514b6.txt,cate5-00084,17,0,-,15,"11, 12, 13, 14, 18, 21, 22, 23, 24, 28, 36, 37, 46, 47, 48",0,0,False,-,0.75,missing_codes,missing_codes(+0.75)
